timestamp,frame_number,time_since_start_ms,frame_duration_ms,diameter_um,diameter_std_um,purity_pct,speed_mm_s,crop_height_mm,n_points,centroid_x,centroid_y,measurement_quality
2025-12-11T16:11:55.820949,1,31.149,0.0,407.8517355668895,2.9512992159103995,86.78410223342517,1.6953573402773963,0.08,90,805.3141743361275,48.159798346913654,good
2025-12-11T16:11:55.897041,2,107.241,76.09200000000001,408.1658485076628,2.2427496256545965,86.51135531135532,1.3116541387941165,0.08,90,805.3270622710622,48.16342857142857,good
2025-12-11T16:11:55.970946,3,181.14600000000002,73.905,406.70971486436827,3.352895710218751,86.57556741540085,1.6996094892645848,0.08,90,805.2511876136297,48.16714562195766,good
2025-12-11T16:11:56.029089,4,239.28900000000002,58.143,406.3838511343602,4.0735554766466615,86.70811825434069,1.8190895438959784,0.08,90,805.2946386672924,48.170254575316754,good
2025-12-11T16:11:56.106167,5,316.367,77.07799999999999,406.7203387254394,2.888175057792026,86.714947516566,1.3260115616208539,0.08,90,805.2213979944878,48.16155515158623,good
2025-12-11T16:11:56.195800,6,406.0,89.63300000000001,406.1144621489042,3.766920354644551,86.561473486626,1.372950483106837,0.08,90,805.2931428906617,48.163215626466446,good
2025-12-11T16:11:56.275661,7,485.861,79.861,406.1144621489042,4.276684836395403,86.59763573963802,1.7050423750898047,0.08,90,805.3209644774281,48.17303687190167,good
2025-12-11T16:11:56.336814,8,547.014,61.153,406.1853762592707,4.191833614070725,86.4858525142941,1.7375576806480557,0.08,90,805.3226506377364,48.17803841079021,good
2025-12-11T16:11:56.415998,9,626.198,79.184,406.90087243390843,3.6183958207004703,86.65767403671339,1.3194267512956939,0.08,90,805.3576329834027,48.17283443786288,good
2025-12-11T16:11:56.501930,10,712.13,85.93199999999999,405.8448963418112,3.572268409166141,86.62269129287598,1.324624259960944,0.08,90,805.5049838756963,48.18692465552624,good
2025-12-11T16:11:56.580084,11,790.284,78.154,405.2874525470297,3.164296117671694,86.6353907051752,1.7227810923320677,0.08,90,805.5227092801642,48.18950300542443,good
2025-12-11T16:11:56.640106,12,850.306,60.022,407.20510788477486,2.506472937783007,86.69560626503197,1.7441026819288856,0.08,90,805.5959406347158,48.18088226667449,good
2025-12-11T16:11:56.718330,13,928.53,78.224,407.5903764900257,2.964579586194018,86.68308558360454,1.2959608044174404,0.08,90,805.6011082768933,48.181429032163486,good
2025-12-11T16:11:56.789745,14,999.9449999999999,71.415,407.20510788477486,3.4091217339504154,86.6860260471665,1.7908507094078003,0.08,90,805.6287692127186,48.179866244280184,good
2025-12-11T16:11:56.849466,15,1059.666,59.721000000000004,406.4122019309068,4.03635555639674,86.63832282656502,1.7944279960476182,0.08,90,805.5213898255388,48.18803694472951,good
