timestamp,diameter_um,diameter_std_um,purity_pct,speed_mm_s,crop_height_mm,n_points
2025-12-11T15:56:56.900901,407.664542271868,8.259851027149681,86.53654002556058,1.6611936702788495,0.1,114
2025-12-11T15:56:56.985272,408.3986253682798,8.264270208723987,86.55423142146955,1.8730866536591175,0.1,114
2025-12-11T15:56:57.052002,408.3986253682798,8.33507806934769,86.4996051837057,1.8298391578531132,0.1,114
2025-12-11T15:56:57.156805,408.0176465398267,9.590569364340935,86.62020905923345,1.3628768880880124,0.1,114
2025-12-11T15:56:57.228463,408.14467899473914,8.270527637322148,86.45419252853523,1.8205245685341007,0.1,114
2025-12-11T15:56:57.296076,408.14467899473914,9.304724124261838,86.4459161147903,1.7691865450264597,0.1,114
2025-12-11T15:56:57.387619,407.664542271868,8.707429498357316,86.62435190997651,1.6548916163903782,0.1,114
2025-12-11T15:56:57.483860,407.32881503316094,9.388708882781083,86.51113023656114,1.4941135363154265,0.1,114
2025-12-11T15:56:57.568319,407.32881503316094,9.443023602307179,86.56212921387525,1.7010674096095875,0.1,114
2025-12-11T15:56:57.670734,408.1305669620698,8.33044683394081,86.50238288968964,1.3995831817490672,0.1,114
2025-12-11T15:56:57.745425,408.0458793918293,9.561140159128888,86.53832740461742,1.8649899809653931,0.1,114
2025-12-11T15:56:57.829977,409.09265429943287,8.1600427575073,86.56751103881014,1.3816651214586022,0.1,114
2025-12-11T15:56:57.905827,408.0176465398267,9.165445259185347,86.66651167116153,1.6289358694386922,0.1,114
2025-12-11T15:56:58.001003,407.71047352261473,9.016614036994076,86.53139961883512,1.5243811812628172,0.1,114
2025-12-11T15:56:58.090419,408.2963607587403,7.952321370394328,86.5765263451352,1.5734954138493955,0.1,114
2025-12-11T15:56:58.173360,407.58331565599843,10.005547105417076,86.51129287108468,1.7738008689232863,0.1,114
2025-12-11T15:56:58.266908,408.14467899473914,8.633621265782274,86.72539630886523,1.2759064511592144,0.1,114
2025-12-11T15:56:58.335751,408.0458793918293,8.706278410579586,86.77092531486731,1.7413707763979442,0.1,114
2025-12-11T15:56:58.414194,408.14467899473914,9.157079814320964,86.66899035668642,1.864506360127236,0.1,114
2025-12-11T15:56:58.481562,408.08822500763637,8.796706204565393,86.63166209748617,1.8214678123187724,0.1,114
2025-12-11T15:56:58.568595,407.71047352261473,9.365672684515486,86.62994724488136,1.810855426405743,0.1,114
2025-12-11T15:56:58.635714,407.71047352261473,8.876257040192327,86.60654099160875,1.8125190144644239,0.1,114
2025-12-11T15:56:58.742385,408.2963607587403,8.332046888564895,86.4567843866171,1.3053823472779917,0.1,114
2025-12-11T15:56:58.816607,408.1305669620698,8.690665481623649,86.77423099245502,1.7261201419601366,0.1,114
2025-12-11T15:56:58.901269,407.58331565599843,10.340564536548433,86.7437701758053,1.8471124691544494,0.1,114
