timestamp,frame_number,time_since_start_ms,frame_duration_ms,diameter_um,diameter_std_um,purity_pct,speed_mm_s,crop_height_mm,n_points,centroid_x,centroid_y,measurement_quality
2025-12-12T15:11:59.228940,1,27.757,0.0,458.59,12.53,62.33,0.84,0.10,112,1237.50,59.56,good
2025-12-12T15:11:59.366092,2,164.909,137.152,481.21,3.99,61.51,0.95,0.10,112,1232.11,59.53,good
2025-12-12T15:11:59.488161,3,286.978,122.069,482.44,3.44,62.86,0.95,0.10,112,1231.83,59.64,good
2025-12-12T15:11:59.616880,4,415.697,128.719,438.28,1.95,63.50,0.96,0.10,112,1253.44,59.53,good
2025-12-12T15:11:59.748676,5,547.493,131.796,439.22,4.61,61.01,1.01,0.10,112,1252.69,59.70,good
2025-12-12T15:11:59.912190,6,711.007,163.51399999999998,0.00,0.00,0.00,0.75,0.10,0,nan,nan,low_confidence
2025-12-12T15:12:00.039848,7,838.665,127.65799999999999,420.34,4.10,58.30,1.02,0.10,112,1259.85,59.56,good
2025-12-12T15:12:00.201426,8,1000.2429999999999,161.578,430.03,2.30,63.74,0.80,0.10,112,1258.07,59.68,good
2025-12-12T15:12:00.326325,9,1125.142,124.899,418.84,4.62,62.62,1.01,0.10,112,1260.65,59.80,good
2025-12-12T15:12:00.440402,10,1239.219,114.077,377.19,7.15,64.95,1.19,0.10,112,1276.09,59.60,good
2025-12-12T15:12:00.528173,11,1326.9899999999998,87.771,407.47,2.82,62.78,1.69,0.10,112,1267.68,59.52,good
2025-12-12T15:12:00.616808,12,1415.625,88.635,385.50,4.78,64.11,1.69,0.10,112,1276.13,59.71,good
2025-12-12T15:12:00.774011,13,1572.828,157.203,388.99,3.10,64.20,0.80,0.10,112,1273.78,59.57,good
2025-12-12T15:12:00.903297,14,1702.1139999999998,129.286,380.46,9.36,62.92,1.00,0.10,112,1276.26,59.61,good
2025-12-12T15:12:01.033556,15,1832.373,130.25900000000001,373.79,3.81,63.77,0.96,0.10,112,1276.99,59.57,good
2025-12-12T15:12:01.144029,16,1942.846,110.473,362.40,4.39,66.46,1.21,0.10,112,1285.00,59.42,good
2025-12-12T15:12:01.270669,17,2069.486,126.64,369.67,0.99,63.31,1.05,0.10,112,1283.00,59.55,good
2025-12-12T15:12:01.420275,18,2219.0919999999996,149.606,364.03,2.41,61.58,0.79,0.10,112,1286.66,59.46,good
2025-12-12T15:12:01.547257,19,2346.074,126.98200000000001,339.95,2.90,69.53,0.97,0.10,112,1295.99,59.47,good
2025-12-12T15:12:01.634494,20,2433.3109999999997,87.237,296.98,6.07,76.03,1.68,0.10,112,1311.23,59.56,good
2025-12-12T15:12:01.736566,21,2535.383,102.072,331.20,2.01,76.84,1.30,0.10,112,1299.88,59.45,good
2025-12-12T15:12:01.877273,22,2676.0899999999997,140.707,283.68,6.27,82.65,0.92,0.10,112,1317.18,59.44,good
2025-12-12T15:12:01.915921,23,2714.7380000000003,38.648,0.00,0.00,0.00,6.59,0.10,0,nan,nan,low_confidence
2025-12-12T15:12:02.041663,24,2840.48,125.74199999999999,278.37,3.36,82.22,0.98,0.10,110,1321.56,59.41,good
2025-12-12T15:12:02.196999,25,2995.8160000000003,155.336,283.72,3.28,76.19,0.78,0.10,112,1317.55,59.67,good
2025-12-12T15:12:02.354477,26,3153.294,157.478,243.40,3.17,79.51,0.75,0.10,110,1335.60,59.64,good
2025-12-12T15:12:02.467408,27,3266.225,112.931,247.87,3.39,77.04,1.22,0.10,110,1333.63,59.81,good
2025-12-12T15:12:02.598349,28,3397.1659999999997,130.941,211.81,5.60,76.17,0.96,0.10,110,1345.52,59.61,good
2025-12-12T15:12:02.741063,29,3539.88,142.714,274.87,6.57,69.59,0.94,0.10,111,1320.72,59.40,good
2025-12-12T15:12:02.900714,30,3699.531,159.65099999999998,182.40,2.04,72.21,0.74,0.10,110,1360.87,59.68,good
2025-12-12T15:12:03.056601,31,3855.4179999999997,155.887,181.53,5.31,72.55,0.80,0.10,110,1359.74,59.68,good
2025-12-12T15:12:03.217479,32,4016.296,160.878,211.42,3.99,65.53,0.76,0.10,110,1345.88,59.54,good
2025-12-12T15:12:03.367721,33,4166.5380000000005,150.242,177.99,8.55,61.79,0.79,0.10,110,1359.94,59.83,good
2025-12-12T15:12:03.476160,34,4274.977,108.439,156.46,4.81,68.40,1.19,0.10,110,1367.78,59.54,good
2025-12-12T15:12:03.522336,35,4321.153,46.176,0.00,0.00,0.00,7.26,0.10,0,nan,nan,low_confidence
2025-12-12T15:12:03.605156,36,4403.973,82.82000000000001,188.73,2.71,63.46,1.67,0.10,110,1358.51,59.62,good
2025-12-12T15:12:03.643918,37,4442.735,38.762,0.00,0.00,0.00,7.47,0.10,0,nan,nan,low_confidence
2025-12-12T15:12:03.739472,38,4538.289,95.554,144.02,1.32,66.22,1.39,0.10,110,1377.07,59.81,good
2025-12-12T15:12:03.838899,39,4637.716,99.427,128.83,1.84,64.73,1.46,0.10,110,1383.72,59.66,good
2025-12-12T15:12:03.930303,40,4729.12,91.404,127.01,4.29,65.52,1.46,0.10,110,1385.57,59.95,good
2025-12-12T15:12:04.066586,41,4865.402999999999,136.283,112.90,4.30,63.24,0.92,0.10,110,1389.99,60.16,good
2025-12-12T15:12:04.197256,42,4996.073,130.67000000000002,144.50,5.58,64.96,0.95,0.10,110,1374.48,59.62,good
2025-12-12T15:12:04.328788,43,5127.605,131.532,90.85,1.77,55.65,0.94,0.10,110,1399.43,60.34,good
2025-12-12T15:12:04.424325,44,5223.142,95.53699999999999,121.12,4.02,58.20,1.60,0.10,110,1386.72,59.86,good
2025-12-12T15:12:04.557174,45,5355.991,132.849,104.90,3.14,53.27,0.97,0.10,110,1391.87,60.44,good
2025-12-12T15:12:04.684037,46,5482.853999999999,126.863,96.75,3.14,54.96,0.96,0.10,110,1397.73,60.28,good
2025-12-12T15:12:04.773385,47,5572.202,89.348,96.85,4.11,51.43,1.57,0.10,110,1395.60,59.81,good
2025-12-12T15:12:04.810749,48,5609.566,37.364000000000004,0.00,0.00,0.00,6.47,0.10,0,nan,nan,low_confidence
2025-12-12T15:12:04.977353,49,5776.169999999999,166.604,972.00,8.49,71.80,0.74,0.10,122,416.92,59.57,good
2025-12-12T15:12:05.120980,50,5919.797,143.627,952.02,11.13,71.41,0.90,0.10,122,418.53,59.26,good
2025-12-12T15:12:05.281921,51,6080.738,160.941,945.43,17.98,71.03,0.78,0.10,122,418.97,59.56,good
2025-12-12T15:12:05.464028,52,6262.845,182.107,987.49,7.91,70.98,0.67,0.10,122,420.87,59.50,good
2025-12-12T15:12:05.611834,53,6410.651,147.80599999999998,1034.65,7.14,66.70,0.85,0.10,122,444.97,59.14,good
2025-12-12T15:12:05.756227,54,6555.044,144.393,1051.60,5.14,67.69,0.89,0.10,122,448.99,59.18,good
2025-12-12T15:12:05.894590,55,6693.406999999999,138.363,1030.56,12.21,65.35,0.87,0.10,122,442.76,59.14,good
2025-12-12T15:12:06.053831,56,6852.648,159.24099999999999,1061.68,8.90,69.92,0.77,0.10,122,453.82,59.33,good
2025-12-12T15:12:06.186630,57,6985.447,132.799,1070.47,4.64,63.26,0.93,0.10,122,459.84,59.02,good
2025-12-12T15:12:06.329358,58,7128.174999999999,142.72799999999998,1073.04,5.34,70.28,0.92,0.10,122,456.27,59.28,good
2025-12-12T15:12:06.455362,59,7254.179,126.004,1070.42,6.75,69.34,0.99,0.10,122,454.39,59.26,good
2025-12-12T15:12:06.597322,60,7396.139,141.96,1065.89,9.38,63.47,0.87,0.10,122,458.80,58.98,good
2025-12-12T15:12:06.734224,61,7533.041,136.902,1070.67,11.21,69.96,0.94,0.10,122,456.64,59.13,good
2025-12-12T15:12:06.881844,62,7680.661,147.62,1060.97,7.98,69.15,0.91,0.10,122,456.53,59.06,good
2025-12-12T15:12:07.027181,63,7825.9980000000005,145.337,1059.00,11.26,68.89,0.86,0.10,122,454.67,58.92,good
2025-12-12T15:12:07.167001,64,7965.817999999999,139.82,1057.07,13.03,69.01,0.91,0.10,122,454.63,59.17,good
2025-12-12T15:12:07.320166,65,8118.983,153.165,991.50,12.80,71.21,0.81,0.10,122,434.59,59.05,good
2025-12-12T15:12:07.465368,66,8264.185,145.202,980.52,26.60,72.63,0.87,0.10,122,432.98,58.91,good
2025-12-12T15:12:07.617995,67,8416.812,152.627,1004.18,14.14,72.53,0.86,0.10,122,429.18,59.21,good
2025-12-12T15:12:07.768979,68,8567.796,150.984,747.13,20.66,68.84,0.85,0.10,122,398.91,59.27,good
2025-12-12T15:12:07.915817,69,8714.634,146.838,108.11,8.53,54.69,0.88,0.10,110,1392.03,58.75,good
2025-12-12T15:12:08.098041,70,8896.858,182.224,884.40,12.29,67.78,0.66,0.10,122,384.50,59.24,good
2025-12-12T15:12:08.228826,71,9027.643,130.78500000000003,96.54,4.30,53.72,0.92,0.10,110,1394.92,58.27,good
2025-12-12T15:12:08.373735,72,9172.552,144.90900000000002,84.14,2.95,55.20,0.91,0.10,110,1399.77,58.23,good
2025-12-12T15:12:08.512808,73,9311.625,139.073,85.44,9.11,54.33,0.88,0.10,110,1399.73,58.22,good
2025-12-12T15:12:08.663803,74,9462.619999999999,150.995,950.62,6.05,71.16,0.82,0.10,122,418.81,59.17,good
2025-12-12T15:12:08.802273,75,9601.09,138.47,111.19,4.89,58.04,0.87,0.10,110,1389.04,58.87,good
2025-12-12T15:12:08.947673,76,9746.49,145.4,263.18,1.92,74.93,0.92,0.10,110,1327.27,59.10,good
2025-12-12T15:12:09.087246,77,9886.063,139.573,307.96,13.96,82.87,0.92,0.10,112,1306.52,58.85,good
2025-12-12T15:12:09.218576,78,10017.393,131.33,420.62,4.53,64.54,0.99,0.10,112,1259.68,59.24,good
2025-12-12T15:12:09.348231,79,10147.048,129.655,416.52,2.35,62.31,0.96,0.10,112,1262.68,59.17,good
2025-12-12T15:12:09.480038,80,10278.855,131.80700000000002,485.52,7.78,62.43,0.99,0.10,112,1233.50,59.19,good
2025-12-12T15:12:09.601877,81,10400.694,121.839,470.46,3.10,61.60,1.13,0.10,112,1240.51,59.19,good
2025-12-12T15:12:09.733660,82,10532.477,131.78300000000002,450.06,2.47,59.31,0.99,0.10,112,1248.79,59.40,good
2025-12-12T15:12:09.864534,83,10663.351,130.874,465.01,1.92,60.94,0.97,0.10,112,1240.75,59.27,good
2025-12-12T15:12:10.003520,84,10802.337,138.986,468.54,4.47,62.96,0.92,0.10,112,1238.37,59.19,good
2025-12-12T15:12:10.092939,85,10891.756000000001,89.419,507.09,2.71,64.70,1.59,0.10,112,1224.04,59.20,good
2025-12-12T15:12:10.184218,86,10983.035,91.279,504.68,3.58,61.02,1.53,0.10,112,1225.34,59.23,good
2025-12-12T15:12:10.334874,87,11133.691,150.656,463.50,12.26,59.89,0.80,0.10,112,1241.85,59.27,good
2025-12-12T15:12:10.442316,88,11241.133,107.442,441.76,4.60,60.92,1.21,0.10,112,1252.99,59.27,good
