timestamp,frame_number,time_since_start_ms,frame_duration_ms,diameter_um,diameter_std_um,purity_pct,speed_mm_s,crop_height_mm,n_points,centroid_x,centroid_y,measurement_quality,position_mm,is_outlier,section_id,dataset,section_number
2025-12-12T15:13:47.442898,520,67247.702,126.977,861.86,4.14,43.93,1.09,0.1,122,755.22,59.69,good,0.0,True,2025-12-12_151402_section5,2025-12-12_151402,5
2025-12-12T15:13:47.535025,521,67339.829,92.127,840.28,5.07,43.42,1.68,0.1,122,746.73,59.64,good,1.085345648989687,False,2025-12-12_151402_section5,2025-12-12_151402,5
2025-12-12T15:13:47.620409,522,67425.213,85.384,823.17,3.96,44.09,1.66,0.1,122,718.23,59.71,good,2.0912522007427015,False,2025-12-12_151402_section5,2025-12-12_151402,5
2025-12-12T15:13:47.706006,523,67510.81000000001,85.59700000000001,797.91,2.08,43.7,1.73,0.1,122,711.36,59.67,good,3.0996680996277064,False,2025-12-12_151402_section5,2025-12-12_151402,5
2025-12-12T15:13:47.794648,524,67599.452,88.642,768.06,3.17,47.39,1.64,0.1,120,719.85,59.61,good,4.143957059625791,False,2025-12-12_151402_section5,2025-12-12_151402,5
2025-12-12T15:13:47.900979,525,67705.783,106.331,756.28,3.06,48.1,1.39,0.1,120,717.89,59.62,good,5.39663964130898,False,2025-12-12_151402_section5,2025-12-12_151402,5
2025-12-12T15:13:47.980650,526,67785.454,79.671,732.43,2.77,48.29,1.74,0.1,120,710.3,59.63,good,6.335241497449601,False,2025-12-12_151402_section5,2025-12-12_151402,5
2025-12-12T15:13:48.064833,527,67869.637,84.18299999999999,730.08,1.27,51.54,1.76,0.1,121,669.22,59.4,good,7.326999101288834,False,2025-12-12_151402_section5,2025-12-12_151402,5
2025-12-12T15:13:48.157950,528,67962.754,93.117,709.78,2.68,53.5,1.71,0.1,120,684.52,59.71,good,8.424007913005084,False,2025-12-12_151402_section5,2025-12-12_151402,5
2025-12-12T15:13:48.268812,529,68073.616,110.862,697.33,2.18,55.15,1.27,0.1,120,669.1,59.64,good,9.730070080863584,False,2025-12-12_151402_section5,2025-12-12_151402,5
2025-12-12T15:13:48.395006,530,68199.81,126.194,669.92,2.19,73.31,1.06,0.1,120,655.64,59.56,good,11.216758118340294,False,2025-12-12_151402_section5,2025-12-12_151402,5
2025-12-12T15:13:48.517144,531,68321.948,122.138,643.56,0.75,91.81,1.03,0.1,120,657.33,59.59,good,12.65566253155589,False,2025-12-12_151402_section5,2025-12-12_151402,5
2025-12-12T15:13:48.604348,532,68409.152,87.20400000000001,624.09,6.26,92.24,1.66,0.1,120,650.28,59.75,good,13.683010453169572,False,2025-12-12_151402_section5,2025-12-12_151402,5
2025-12-12T15:13:48.731575,533,68536.379,127.227,600.03,7.21,92.32,1.0,0.1,120,618.11,59.84,good,15.181868235187949,False,2025-12-12_151402_section5,2025-12-12_151402,5
2025-12-12T15:13:48.848873,534,68653.677,117.298,566.73,1.15,93.12,1.24,0.1,120,620.57,59.52,good,16.563752741740927,False,2025-12-12_151402_section5,2025-12-12_151402,5
2025-12-12T15:13:48.934714,535,68739.51800000001,85.841,553.69,4.36,91.71,1.64,0.1,120,632.94,59.41,good,17.575043197903938,False,2025-12-12_151402_section5,2025-12-12_151402,5
2025-12-12T15:13:49.020275,536,68825.079,85.56099999999999,537.62,4.76,92.22,1.64,0.1,120,615.25,59.37,good,18.583034981780656,False,2025-12-12_151402_section5,2025-12-12_151402,5
2025-12-12T15:13:49.104441,537,68909.245,84.16600000000001,541.2,1.62,91.99,1.71,0.1,119,618.32,59.43,good,19.574592309088302,False,2025-12-12_151402_section5,2025-12-12_151402,5
2025-12-12T15:13:49.201961,538,69006.765,97.52,545.14,3.24,92.34,1.46,0.1,120,618.23,59.4,good,20.723472742506146,False,2025-12-12_151402_section5,2025-12-12_151402,5
2025-12-12T15:13:49.337175,539,69141.979,135.214,551.11,1.48,92.55,0.98,0.1,120,612.67,59.39,good,22.316425151490535,False,2025-12-12_151402_section5,2025-12-12_151402,5
2025-12-12T15:13:49.422132,540,69226.936,84.95700000000001,554.53,0.58,91.11,1.7,0.1,120,632.33,59.4,good,23.317301228006727,False,2025-12-12_151402_section5,2025-12-12_151402,5
2025-12-12T15:13:49.508342,541,69313.14600000001,86.21,555.81,3.05,93.61,1.65,0.1,120,620.51,59.47,good,24.332938863004188,False,2025-12-12_151402_section5,2025-12-12_151402,5
2025-12-12T15:13:49.653834,542,69458.63799999999,145.49200000000002,555.35,3.22,89.9,0.84,0.1,120,611.76,59.3,good,26.046976106839452,False,2025-12-12_151402_section5,2025-12-12_151402,5
2025-12-12T15:13:49.745331,543,69550.135,91.497,540.99,3.42,92.17,1.66,0.1,116,652.05,59.25,good,27.124899743185097,False,2025-12-12_151402_section5,2025-12-12_151402,5
2025-12-12T15:13:49.872193,544,69676.997,126.862,545.69,2.0,91.99,0.99,0.1,116,644.76,59.34,good,28.61945747025902,False,2025-12-12_151402_section5,2025-12-12_151402,5
2025-12-12T15:13:49.981208,545,69786.012,109.015,557.61,5.03,91.74,1.25,0.1,116,663.29,59.3,good,29.90376018200061,False,2025-12-12_151402_section5,2025-12-12_151402,5
2025-12-12T15:13:50.070997,546,69875.80099999999,89.78899999999999,571.7,1.77,91.36,1.76,0.1,116,662.42,59.42,good,30.96156191739999,False,2025-12-12_151402_section5,2025-12-12_151402,5
